"tanggal","stasiun","pm10","pm25","so2","co","o3","no2","max","critical","categori"
"2010-07-01",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-02",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-03",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-04",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-05",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-06",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-07",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-08",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-09",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-10",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-11",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-12",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-13",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-14",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-15",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-16",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-17",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-18",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-19",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-20",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-21",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-22",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-23",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-24",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-25",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-26",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-27",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-28",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-29",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-30",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-07-31",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-01",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-02",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-03",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-04",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-05",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-06",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-07",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-08",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-09",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-10",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-11",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-12",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-13",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-14",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-15",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-16",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-17",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-18",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-19",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-20",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-21",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-22",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-23",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-24",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-25",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-26",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-27",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-28",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-29",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-06-30",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-01",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-02",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-03",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-04",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-05",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-06",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-07",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-08",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-09",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-10",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-11",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-12",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-13",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-14",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-15",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-16",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-17",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-18",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-19",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-20",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-21",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-22",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-23",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-24",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-25",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-26",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-27",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-28",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-29",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-30",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-03-31",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-01",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-02",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-03",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-04",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-05",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-06",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-07",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-08",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-09",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-10",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-11",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-12",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-13",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-14",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-15",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-16",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-17",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-18",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-19",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-20",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-21",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-22",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-23",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-24",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-25",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-26",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-27",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-28",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-29",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-30",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-05-31",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-11-01",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-11-02",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-11-03",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-11-04",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-11-05",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-11-06",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-11-07",DKI3 (Jagakarsa),69,,,19,80,6,80,O3,SEDANG
"2010-11-08",DKI3 (Jagakarsa),32,,,8,56,3,56,O3,SEDANG
"2010-11-09",DKI3 (Jagakarsa),50,,,12,76,3,76,O3,SEDANG
"2010-11-10",DKI3 (Jagakarsa),55,,,15,215,10,215,O3,SANGAT TIDAK SEHAT
"2010-11-11",DKI3 (Jagakarsa),56,,,16,126,10,126,O3,TIDAK SEHAT
"2010-11-12",DKI3 (Jagakarsa),44,,,22,81,8,81,O3,SEDANG
"2010-11-13",DKI3 (Jagakarsa),43,,,26,107,9,107,O3,TIDAK SEHAT
"2010-11-14",DKI3 (Jagakarsa),52,,,31,67,11,67,O3,SEDANG
"2010-11-15",DKI3 (Jagakarsa),51,,,16,130,7,130,O3,TIDAK SEHAT
"2010-11-16",DKI3 (Jagakarsa),64,,,32,137,11,137,O3,TIDAK SEHAT
"2010-11-17",DKI3 (Jagakarsa),61,,,33,136,12,136,O3,TIDAK SEHAT
"2010-11-18",DKI3 (Jagakarsa),57,,,20,206,6,206,O3,SANGAT TIDAK SEHAT
"2010-11-19",DKI3 (Jagakarsa),68,,,21,136,9,136,O3,TIDAK SEHAT
"2010-11-20",DKI3 (Jagakarsa),67,,,19,195,9,195,O3,TIDAK SEHAT
"2010-11-21",DKI3 (Jagakarsa),68,,,27,154,9,154,O3,TIDAK SEHAT
"2010-11-22",DKI3 (Jagakarsa),55,,,15,238,13,238,O3,SANGAT TIDAK SEHAT
"2010-11-23",DKI3 (Jagakarsa),69,,,18,112,13,112,O3,TIDAK SEHAT
"2010-11-24",DKI3 (Jagakarsa),52,,2,12,146,8,146,O3,TIDAK SEHAT
"2010-11-25",DKI3 (Jagakarsa),52,,2,12,190,9,190,O3,TIDAK SEHAT
"2010-11-26",DKI3 (Jagakarsa),61,,2,19,172,8,172,O3,TIDAK SEHAT
"2010-11-27",DKI3 (Jagakarsa),53,,2,15,189,6,189,O3,TIDAK SEHAT
"2010-11-28",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-11-29",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-11-30",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-01",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-02",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-03",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-04",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-05",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-06",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-07",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-08",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-09",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-10",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-11",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-12",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-13",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-14",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-15",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-16",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-17",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-18",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-19",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-20",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-21",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
"2010-10-22",DKI3 (Jagakarsa),,,,,,,,,TIDAK ADA DATA
