"tanggal","stasiun","pm10","pm25","so2","co","o3","no2","max","critical","categori"
"2010-01-15",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-01-16",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-01-17",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-01-18",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-01-19",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-01-20",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-01-21",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-01-22",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-01-23",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-01-24",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-01-25",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-01-26",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-01-27",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-01-28",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-01-29",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-01-30",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-01-31",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-01",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-02",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-03",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-04",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-05",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-06",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-07",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-08",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-09",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-10",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-11",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-12",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-13",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-14",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-15",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-16",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-17",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-18",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-19",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-20",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-21",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-22",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-23",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-24",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-25",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-26",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-27",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-28",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-29",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-30",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-07-31",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-01",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-02",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-03",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-04",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-05",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-06",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-07",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-08",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-09",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-10",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-11",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-12",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-13",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-14",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-15",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-16",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-17",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-18",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-19",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-20",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-21",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-22",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-23",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-24",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-25",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-26",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-27",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-28",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-29",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-06-30",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-01",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-02",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-03",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-04",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-05",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-06",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-07",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-08",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-09",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-10",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-11",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-12",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-13",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-14",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-15",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-16",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-17",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-18",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-19",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-20",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-21",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-22",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-23",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-24",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-25",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-26",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-27",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-28",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-29",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-30",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-03-31",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-01",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-02",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-03",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-04",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-05",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-06",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-07",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-08",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-09",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-10",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-11",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-12",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-13",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-14",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-15",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-16",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-17",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-18",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-19",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-20",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-21",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-22",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-23",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-24",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-25",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-26",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-27",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-28",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-29",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-30",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-05-31",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-01",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-02",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-03",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-04",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-05",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-06",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-07",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-08",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-09",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-10",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-11",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-12",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-13",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-14",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-15",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-16",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-17",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-18",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-19",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-20",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-21",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-22",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-23",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-24",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-25",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-26",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-27",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-28",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-29",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-11-30",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-10-01",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-10-02",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-10-03",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-10-04",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-10-05",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-10-06",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-10-07",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-10-08",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-10-09",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-10-10",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-10-11",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
"2010-10-12",DKI5 (Kebon Jeruk),,,,,,,,,TIDAK ADA DATA
