"tanggal","stasiun","pm10","pm25","so2","co","o3","no2","max","critical","categori"
"2010-08-01",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-02",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-03",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-04",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-05",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-06",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-07",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-08",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-09",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-10",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-11",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-12",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-13",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-14",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-15",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-16",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-17",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-18",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-19",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-20",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-21",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-22",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-23",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-24",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-25",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-26",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-27",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-28",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-29",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-30",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-08-31",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-01",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-02",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-03",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-04",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-05",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-06",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-07",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-08",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-09",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-10",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-11",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-12",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-13",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-14",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-15",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-16",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-17",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-18",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-19",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-20",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-21",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-22",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-23",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-24",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-25",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-26",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-27",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-28",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-29",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-04-30",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-12-01",DKI4 (Lubang Buaya),54,,1,11,47,8,54,PM10,SEDANG
"2010-12-02",DKI4 (Lubang Buaya),63,,2,17,59,9,63,PM10,SEDANG
"2010-12-03",DKI4 (Lubang Buaya),68,,8,27,45,12,68,PM10,SEDANG
"2010-12-04",DKI4 (Lubang Buaya),74,,5,28,46,5,74,PM10,SEDANG
"2010-12-05",DKI4 (Lubang Buaya),60,,2,38,18,6,60,PM10,SEDANG
"2010-12-06",DKI4 (Lubang Buaya),55,,1,15,23,13,55,PM10,SEDANG
"2010-12-07",DKI4 (Lubang Buaya),54,,1,13,19,5,54,PM10,SEDANG
"2010-12-08",DKI4 (Lubang Buaya),61,,,12,21,7,61,PM10,SEDANG
"2010-12-09",DKI4 (Lubang Buaya),56,,1,17,37,11,56,PM10,SEDANG
"2010-12-10",DKI4 (Lubang Buaya),63,,1,12,29,8,63,PM10,SEDANG
"2010-12-11",DKI4 (Lubang Buaya),54,,,9,19,6,54,PM10,SEDANG
"2010-12-12",DKI4 (Lubang Buaya),56,,1,17,24,6,56,PM10,SEDANG
"2010-12-13",DKI4 (Lubang Buaya),67,,2,18,43,7,67,PM10,SEDANG
"2010-12-14",DKI4 (Lubang Buaya),82,,3,27,33,11,82,PM10,SEDANG
"2010-12-15",DKI4 (Lubang Buaya),,,4,23,67,17,67,O3,SEDANG
"2010-12-16",DKI4 (Lubang Buaya),,,2,14,23,8,23,O3,BAIK
"2010-12-17",DKI4 (Lubang Buaya),,,3,7,23,5,23,O3,BAIK
"2010-12-18",DKI4 (Lubang Buaya),,,1,16,21,6,21,O3,BAIK
"2010-12-19",DKI4 (Lubang Buaya),,,1,17,19,5,19,O3,BAIK
"2010-12-20",DKI4 (Lubang Buaya),,,2,13,30,6,30,O3,BAIK
"2010-12-21",DKI4 (Lubang Buaya),,,3,12,24,7,24,O3,BAIK
"2010-12-22",DKI4 (Lubang Buaya),55,,1,9,29,7,55,PM10,SEDANG
"2010-12-23",DKI4 (Lubang Buaya),59,,2,18,27,6,59,PM10,SEDANG
"2010-12-24",DKI4 (Lubang Buaya),54,,3,20,122,13,122,O3,TIDAK SEHAT
"2010-12-25",DKI4 (Lubang Buaya),,,6,19,40,11,40,O3,BAIK
"2010-12-26",DKI4 (Lubang Buaya),,,3,23,26,7,26,O3,BAIK
"2010-12-27",DKI4 (Lubang Buaya),,,4,8,38,6,38,O3,BAIK
"2010-12-28",DKI4 (Lubang Buaya),,,4,8,57,6,57,O3,SEDANG
"2010-12-29",DKI4 (Lubang Buaya),,,1,17,35,7,35,O3,BAIK
"2010-12-30",DKI4 (Lubang Buaya),,,7,8,22,5,22,O3,BAIK
"2010-12-31",DKI4 (Lubang Buaya),,,3,8,21,5,21,O3,BAIK
"2010-02-01",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-02",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-03",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-04",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-05",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-06",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-07",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-08",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-09",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-10",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-11",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-12",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-13",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-14",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-15",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-16",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-17",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-18",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-19",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-20",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-21",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-22",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-23",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-24",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-25",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-26",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-27",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-02-28",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-01",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-02",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-03",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-04",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-05",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-06",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-07",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-08",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-09",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-10",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-11",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-12",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-13",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-14",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-15",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-16",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-17",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-18",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-19",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-20",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-21",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-22",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-23",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-24",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-25",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-26",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-27",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-28",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-29",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-30",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-01-31",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-01",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-02",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-03",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-04",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-05",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-06",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-07",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-08",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-09",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-10",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-11",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-12",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-13",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-14",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-15",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-16",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-17",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-18",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-19",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-20",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-21",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-22",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-23",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-24",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-25",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-26",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-27",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-28",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-29",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-30",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-07-31",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-01",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-02",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-03",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-04",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-05",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-06",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-07",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-08",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-09",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-10",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-11",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-12",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-13",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-14",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-15",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-16",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-17",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-18",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-19",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-20",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-21",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-22",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-23",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-24",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-25",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-26",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-27",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-28",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-29",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-06-30",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-01",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-02",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-03",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-04",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-05",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-06",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-07",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-08",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-09",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-10",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-11",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-12",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-13",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-14",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-15",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-16",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-17",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-18",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-19",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-20",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-21",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-22",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-23",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-24",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-25",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-26",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-27",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-28",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-29",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-30",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-03-31",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-01",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-02",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-03",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-04",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-05",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-06",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-07",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-08",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-09",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-10",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-11",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-12",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-13",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-14",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-15",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-16",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-17",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-18",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-19",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-20",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-21",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-22",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-23",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-24",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-25",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-26",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-27",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-28",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-29",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-30",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-05-31",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-11-01",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-11-02",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-11-03",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-11-04",DKI4 (Lubang Buaya),27,,8,22,45,10,45,O3,BAIK
"2010-11-05",DKI4 (Lubang Buaya),13,,1,22,54,11,54,O3,SEDANG
"2010-11-06",DKI4 (Lubang Buaya),27,,6,25,36,16,36,O3,BAIK
"2010-11-07",DKI4 (Lubang Buaya),24,,2,23,36,14,36,O3,BAIK
"2010-11-08",DKI4 (Lubang Buaya),18,,1,13,22,8,22,O3,BAIK
"2010-11-09",DKI4 (Lubang Buaya),14,,1,17,75,10,75,O3,SEDANG
"2010-11-10",DKI4 (Lubang Buaya),28,,5,26,71,15,71,O3,SEDANG
"2010-11-11",DKI4 (Lubang Buaya),17,,2,10,55,8,55,O3,SEDANG
"2010-11-12",DKI4 (Lubang Buaya),18,,3,19,25,9,25,O3,BAIK
"2010-11-13",DKI4 (Lubang Buaya),16,,3,15,123,14,123,O3,TIDAK SEHAT
"2010-11-14",DKI4 (Lubang Buaya),30,,6,36,53,21,53,O3,SEDANG
"2010-11-15",DKI4 (Lubang Buaya),24,,7,30,43,17,43,O3,BAIK
"2010-11-16",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-11-17",DKI4 (Lubang Buaya),34,,,,,,34,PM10,BAIK
"2010-11-18",DKI4 (Lubang Buaya),,,4,36,113,17,113,O3,TIDAK SEHAT
"2010-11-19",DKI4 (Lubang Buaya),,,6,33,148,28,148,O3,TIDAK SEHAT
"2010-11-20",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-11-21",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-11-22",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-11-23",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-11-24",DKI4 (Lubang Buaya),72,,1,25,88,16,88,O3,SEDANG
"2010-11-25",DKI4 (Lubang Buaya),52,,1,13,80,12,80,O3,SEDANG
"2010-11-26",DKI4 (Lubang Buaya),70,,2,16,64,21,70,PM10,SEDANG
"2010-11-27",DKI4 (Lubang Buaya),62,,1,30,100,16,100,O3,SEDANG
"2010-11-28",DKI4 (Lubang Buaya),60,,1,32,53,15,60,PM10,SEDANG
"2010-11-29",DKI4 (Lubang Buaya),67,,1,21,81,15,81,O3,SEDANG
"2010-11-30",DKI4 (Lubang Buaya),66,,,18,74,8,74,O3,SEDANG
"2010-10-01",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-10-02",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-10-03",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-10-04",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-10-05",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-10-06",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-10-07",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-10-08",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-10-09",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-10-10",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-10-11",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-10-12",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-10-13",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-10-14",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-10-15",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-10-16",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-10-17",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
"2010-10-18",DKI4 (Lubang Buaya),,,,,,,,,TIDAK ADA DATA
